Skin Temp.,Heart Rate,Resp.,SpO$_{2}$,PPG
31.25,87,29.114576056599617,9.999999999999999e-05,16611.000522971153
31.1875,90,28.61022949,9.9e-05,16328.999772667885
31.25,90,29.068727046251297,9.9e-05,16719.000414013863
31.125,92,28.61022949,9.9e-05,16228.999942541122
31.3125,93,29.068727046251297,9.9e-05,16320.999711751938
31.1875,93,28.61022949,9.9e-05,16000.00075995922
31.25,92,29.160426929593086,9.9e-05,15936.000272631645
31.25,89,29.114576056599617,9.999999999999999e-05,16169.000416994095
31.25,84,28.70192937552929,9.9e-05,17483.999952673912
31.1875,82,28.243431821465492,9.9e-05,15693.999826908112
31.1875,81,28.70192937552929,9.999999999999999e-05,15498.00019711256
31.1875,81,29.022876173257828,9.999999999999999e-05,16703.00029218197
31.1875,79,28.83947827,9.9e-05,17181.99998140335
31.1875,79,29.664773494005203,9.9e-05,15966.000035405159
31.25,86,28.931178152561188,9.9e-05,15638.99964094162
31.3125,89,28.42682972550392,9.9e-05,16612.00076341629
31.25,89,28.47268059849739,9.999999999999999e-05,15842.000022530556
31.25,94,28.65607850253582,9.9e-05,16024.99932050705
31.25,94,28.79362925887108,9.8e-05,17149.999737739563
31.25,95,28.243431821465492,9.8e-05,15255.000442266464
31.3125,97,28.88532727956772,9.8e-05,16950.00007748604
31.25,99,28.289280831813812,9.8e-05,16606.999561190605
31.3125,101,27.922483161091805,9.8e-05,16125.999391078949
31.1875,104,28.61022949,9.9e-05,17078.999429941177
31.25,105,27.876634150743484,9.9e-05,17106.00033402443
31.1875,107,28.65607850253582,9.9e-05,15798.000618815422
31.25,108,28.243431821465492,9.9e-05,16421.999782323837
31.25,108,28.977027162909508,9.9e-05,16499.999910593033
31.3125,111,28.014183044433594,9.9e-05,17146.000638604164
31.3125,111,28.74777838587761,9.9e-05,17144.00015771389
31.3125,113,27.830783277750015,9.9e-05,15969.00075674057
31.25,113,28.74777838587761,9.8e-05,16225.000843405724
31.5,113,28.47268059849739,9.9e-05,16620.000824332237
31.3125,113,28.42682972550392,9.9e-05,16586.000099778175
31.375,112,28.65607850253582,9.8e-05,16834.000125527382
31.375,112,27.830783277750015,9.8e-05,16286.000609397888
31.25,113,28.151731938123703,9.8e-05,16123.000532388687
31.3125,112,28.38098072,9.8e-05,16617.000102996826
31.3125,112,29.527224600315094,9.8e-05,16223.00036251545
31.25,113,28.289280831813812,9.8e-05,16673.000529408455
31.3125,114,28.38098072,9.8e-05,17255.00077009201
31.375,114,29.802322387695312,9.8e-05,16881.000250577927
31.3125,115,28.61022949,9.8e-05,16154.000535607338
31.3125,116,29.252124950289726,9.9e-05,16387.000679969788
31.3125,117,28.33513170480728,9.9e-05,16671.00004851818
31.375,117,28.56438048183918,9.9e-05,16905.000433325768
31.3125,118,29.389675706624985,9.9e-05,17363.00066113472
31.3125,119,28.33513170480728,9.9e-05,17302.000895142555
31.25,120,28.977027162909508,9.999999999999999e-05,17132.999375462532
31.25,121,28.65607850253582,9.999999999999999e-05,16913.000494241714
31.5,121,27.922483161091805,9.9e-05,17029.00044620037
31.375,121,28.51852960884571,9.9e-05,16039.000824093819
31.375,122,29.114576056599617,9.9e-05,15840.999782085419
31.4375,122,28.289280831813812,9.9e-05,15572.000294923782
31.25,122,29.252124950289726,9.9e-05,16090.000048279762
31.375,122,28.105882927775383,9.9e-05,15830.999240279198
31.375,122,28.61022949,9.9e-05,15930.99907040596
31.375,123,28.83947827,9.9e-05,16970.999538898468
31.375,123,28.70192937552929,9.9e-05,16509.000211954117
31.4375,125,29.389675706624985,9.9e-05,16473.00086915493
31.375,125,28.65607850253582,9.9e-05,15922.000631690025
31.4375,124,28.88532727956772,9.9e-05,15869.999304413795
31.375,124,28.243431821465492,9.9e-05,15897.000208497047
31.4375,125,27.18888781964779,9.9e-05,17224.999144673347
31.375,125,28.38098072,9.9e-05,17766.00070297718
31.375,126,27.876634150743484,9.9e-05,18327.999860048294
31.375,125,27.509836480021477,9.9e-05,16223.00036251545
31.375,125,28.74777838587761,9.9e-05,17565.00080227852
31.375,123,28.105882927775383,9.9e-05,16374.999657273293
31.4375,123,28.56438048183918,9.9e-05,17697.00087606907
31.4375,122,28.79362925887108,9.9e-05,17359.99993979931
31.5,122,28.65607850253582,9.9e-05,16598.99950027466
31.375,121,28.014183044433594,9.8e-05,17790.00088572502
31.3125,121,28.014183044433594,9.9e-05,17156.999558210373
31.5,121,27.418136596679688,9.9e-05,16335.999593138695
31.4375,120,28.42682972550392,9.9e-05,16332.000494003296
31.375,119,28.060032054781914,9.9e-05,15390.000306069851
31.5625,116,28.38098072,9.8e-05,15362.000092864037
31.4375,115,28.105882927775383,9.9e-05,15930.99907040596
31.5,115,27.830783277750015,9.9e-05,16317.000612616539
31.4375,114,26.730390265583992,9.9e-05,16596.000641584396
31.5625,114,27.830783277750015,9.8e-05,17511.000856757164
31.4375,116,28.243431821465492,9.8e-05,16930.000856518745
31.5,117,27.09718794,9.9e-05,16494.00033056736
31.5,118,27.739085257053375,9.9e-05,17049.99991
31.5,119,27.509836480021477,9.9e-05,17280.999571084976
31.5,119,28.70192937552929,9.999999999999999e-05,16442.00086593628
31.5,121,27.601536363363266,9.9e-05,17156.999558210373
31.5,121,27.830783277750015,9.9e-05,16514.99979197979
31.5,121,27.968334034085274,9.9e-05,17434.999346733093
31.4375,121,28.289280831813812,9.9e-05,16901.999711990356
31.5,123,28.931178152561188,9.9e-05,15774.000436067581
31.4375,123,28.61022949,9.9e-05,15309.999696910381
31.5625,126,28.88532727956772,9.9e-05,16933.999955654144
31.5625,126,27.555685490369797,9.999999999999999e-05,17309.999093413353
31.4375,127,28.060032054781914,9.9e-05,17283.00005197525
31.5,128,28.105882927775383,9.9e-05,15568.999573588371
31.5625,128,27.693234384059906,9.9e-05,15418.999828398228
31.625,127,27.18888781964779,9.9e-05,16824.999824166298
31.5625,127,27.922483161091805,9.9e-05,17040.999606251717
31.625,127,27.00548991560936,9.9e-05,16318.999230861664
31.5625,127,28.197582811117172,9.999999999999999e-05,16516.000032424927
31.5,127,27.555685490369797,9.999999999999999e-05,15076.999552547932
31.625,129,28.105882927775383,9.9e-05,16930.999234318733
31.5625,129,27.05133892595768,9.9e-05,16382.99971818924
31.5625,129,28.47268059849739,9.9e-05,16710.00011265278
31.625,131,27.372287586331367,9.9e-05,16790.999099612236
31.5625,131,27.876634150743484,9.9e-05,17134.999856352806
31.6875,132,28.197582811117172,9.9e-05,16052.000224590302
31.625,132,29.89402227,9.9e-05,16231.000423431396
31.625,132,27.830783277750015,9.9e-05,16272.999346256256
31.625,132,28.197582811117172,9.9e-05,15979.999676346779
31.5625,132,27.23473682999611,9.999999999999999e-05,16333.99911224842
31.625,132,27.372287586331367,9.9e-05,16323.000192642212
31.5625,132,27.418136596679688,9.9e-05,16010.99967956543
31.625,133,27.509836480021477,9.9e-05,15905.000269412994
31.5625,133,26.86793916,9.9e-05,16795.000061392784
31.5625,133,27.784934267401695,9.999999999999999e-05,17314.00006
31.6875,132,28.014183044433594,9.999999999999999e-05,17066.000029444695
31.5625,132,27.14303880929947,9.9e-05,15387.999825179577
31.6875,132,27.00548991560936,9.9e-05,16718.000173568726
31.625,132,28.289280831813812,9.9e-05,16405.999660491943
31.5625,131,27.18888781964779,9.9e-05,16992.999240756035
31.5625,129,27.739085257053375,9.9e-05,16938.99929523468
31.5625,129,28.65607850253582,9.9e-05,17067.00026988983
31.625,127,27.739085257053375,9.999999999999999e-05,16132.000833749771
31.625,125,27.968334034085274,9.9e-05,15798.000618815422
31.625,125,27.739085257053375,9.9e-05,15355.999581515789
31.625,125,28.51852960884571,9.9e-05,15402.000397443771
31.6875,125,28.47268059849739,9.9e-05,17891.99933409691
31.625,125,28.151731938123703,9.9e-05,16095.999628305435
31.625,126,27.784934267401695,9.9e-05,15848.999843001366
31.5625,126,27.05133892595768,9.9e-05,16114.000231027603
31.625,126,26.501141488552094,9.9e-05,17229.000106453896
31.625,130,27.647385373711586,9.999999999999999e-05,15077.999792993069
31.625,130,27.876634150743484,9.9e-05,16093.999147415161
31.6875,132,27.28058770298958,9.9e-05,17108.000814914703
31.5625,132,28.151731938123703,9.9e-05,15926.999971270561
31.625,133,26.77624113857746,9.9e-05,15940.999612212181
31.5625,133,26.82209014892578,9.9e-05,16915.999352931976
31.5625,132,28.289280831813812,9.9e-05,16234.999522566795
31.625,132,26.730390265583992,9.999999999999999e-05,15708.999708294868
31.6875,132,27.463985607028008,9.9e-05,17129.000276327133
31.625,132,27.876634150743484,9.9e-05,16405.999660491943
31.625,133,27.418136596679688,9.999999999999999e-05,16268.00000667572
31.625,133,28.42682972550392,9.999999999999999e-05,17697.00087606907
31.6875,133,27.05133892595768,9.9e-05,16444.99972462654
31.625,134,27.09718794,9.9e-05,16140.000894665718
31.625,134,28.38098072,9.9e-05,16985.999420285225
31.6875,134,27.463985607028008,9.9e-05,15196.000225841999
31.625,133,27.601536363363266,9.9e-05,16559.99943614006
31.6875,133,27.14303880929947,9.9e-05,16504.99925017357
31.625,134,27.647385373711586,9.9e-05,15603.999607264996
31.625,134,29.160426929593086,9.9e-05,16916.999593377113
31.75,135,27.18888781964779,9.999999999999999e-05,16145.000234246254
31.625,136,27.28058770298958,9.9e-05,17231.00058734417
31.75,137,28.243431821465492,9.9e-05,16535.00087559223
31.75,137,28.42682972550392,9.9e-05,16843.000426888466
31.75,137,27.372287586331367,9.9e-05,16007.00058043003
31.75,137,27.509836480021477,9.9e-05,16567.999497056007
31.75,137,28.014183044433594,9.9e-05,16319.99947
31.75,137,27.23473682999611,9.9e-05,15914.000570774078
31.6875,135,26.82209014892578,9.8e-05,16589.000821113586
31.8125,135,27.601536363363266,9.8e-05,17122.000455856323
31.625,134,26.86793916,9.9e-05,16753.999516367912
31.8125,134,28.56438048183918,9.999999999999999e-05,15021.000057458878
31.75,133,28.105882927775383,9.9e-05,16259.999945759773
31.75,135,28.014183044433594,9.999999999999999e-05,15327.000059187412
31.625,136,26.82209014892578,9.9e-05,15327.000059187412
31.75,136,27.830783277750015,9.999999999999999e-05,17304.999753832817
31.75,136,27.00548991560936,9.999999999999999e-05,16093.999147415161
31.75,135,28.014183044433594,9.9e-05,17389.999702572823
31.6875,136,27.693234384059906,9.9e-05,16045.000404119492
31.6875,137,27.601536363363266,9.9e-05,15652.000904083252
31.6875,137,27.18888781964779,9.9e-05,17504.999414086342
31.625,137,26.82209014892578,9.9e-05,15472.00046479702
31.6875,137,27.05133892595768,9.9e-05,17088.99997
31.75,136,28.243431821465492,9.9e-05,15449.999831616879
31.75,136,26.77624113857746,9.999999999999999e-05,16868.000850081444
31.75,135,22.37466722726822,9.999999999999999e-05,17023.999243974686
31.8125,133,27.28058770298958,9.9e-05,17695.000395178795
31.75,133,28.42682972550392,9.9e-05,16798.000782728195
31.875,132,28.289280831813812,9.9e-05,16751.00065767765
31.6875,132,27.784934267401695,9.999999999999999e-05,15568.000264465809
31.8125,132,27.14303880929947,9.999999999999999e-05,17384.00012254715
31.8125,132,27.14303880929947,9.9e-05,16610.000282526016
31.8125,131,28.243431821465492,9.999999999999999e-05,16388.999298214912
31.75,131,27.418136596679688,9.9e-05,15495.000407099724
31.8125,130,27.968334034085274,9.9e-05,15915.999189019203
31.9375,131,27.418136596679688,9.9e-05,16736.000776290894
31.9375,132,27.463985607028008,9.9e-05,15208.999626338482
31.75,132,28.70192937552929,9.999999999999999e-05,16706.999391317368
31.875,133,27.693234384059906,9.8e-05,18682.999536395073
31.875,133,27.463985607028008,9.999999999999999e-05,15139.99979943037
31.9375,134,28.70192937552929,9.9e-05,15976.00057721138
31.875,133,27.509836480021477,9.9e-05,16999.000683426857
31.8125,132,28.243431821465492,9.8e-05,16452.999785542488
31.875,131,27.647385373711586,9.8e-05,16906.000673770905
31.9375,131,27.32643671,9.9e-05,15502.000227570534
31.875,131,28.060032054781914,9.8e-05,16395.999118685722
31.875,131,27.876634150743484,9.9e-05,17036.00026667118
31.9375,131,28.060032054781914,9.9e-05,16974.00026023388
32,131,28.289280831813812,9.9e-05,15541.999600827694
31.9375,132,27.784934267401695,9.9e-05,16279.999166727066
32,132,28.060032054781914,9.9e-05,15628.999099135399
32,132,27.830783277750015,9.9e-05,16526.000574231148
32,133,27.28058770298958,9.9e-05,15254.000201821327
32,134,28.014183044433594,9.9e-05,15929.000452160835
31.9375,134,27.372287586331367,9.9e-05,15056.000091135502
32.0625,134,26.730390265583992,9.999999999999999e-05,17223.000526428223
31.9375,134,28.56438048183918,9.9e-05,17883.99927318096
32,133,28.197582811117172,9.999999999999999e-05,15426.999889314175
32,133,27.18888781964779,9.9e-05,17505.99965453148
32.0625,133,28.060032054781914,9.9e-05,16467.999666929245
32,133,27.601536363363266,9.9e-05,15267.999842762947
32.0625,133,26.95963904261589,9.9e-05,17407.000064849854
32.0625,133,28.243431821465492,9.9e-05,18071.99977338314
32.0625,133,27.693234384059906,9.9e-05,15603.999607264996
32.0625,134,28.060032054781914,9.9e-05,14999.999664723873
32.0625,134,26.95963904261589,9.9e-05,17131.000757217407
32.0625,134,28.105882927775383,9.9e-05,16535.99925339222
32.125,134,27.28058770298958,9.9e-05,16250.99964439869
32.1875,137,27.00548991560936,9.9e-05,17300.00041425228
32.125,138,26.95963904261589,9.9e-05,16341.00079536438
32.125,139,28.33513170480728,9.9e-05,16845.00090777874
32.25,139,27.509836480021477,9.9e-05,15739.99971151352
32.1875,140,28.289280831813812,9.9e-05,17407.000064849854
32.125,141,27.14303880929947,9.9e-05,15355.000272393227
32.25,142,27.28058770298958,9.9e-05,17458.999529480934
32.1875,143,27.693234384059906,9.9e-05,16085.000708699226
32.1875,143,27.14303880929947,9.9e-05,15783.999115228653
32.1875,143,26.82209014892578,9.999999999999999e-05,16989.000141620636
32.25,144,27.830783277750015,9.9e-05,17155.999317765236
32.25,144,27.00548991560936,9.9e-05,15754.999592900276
32.25,144,27.876634150743484,9.9e-05,16924.99965429306
32.25,145,27.601536363363266,9.999999999999999e-05,15464.000403881073
32.1875,145,26.82209014892578,9.9e-05,17056.99972808361
32.25,145,27.784934267401695,9.9e-05,15954.999253153801
32.25,145,28.105882927775383,9.9e-05,16486.000269651413
32.25,144,26.95963904261589,9.9e-05,15393.000096082687
32.3125,144,28.33513170480728,9.9e-05,17421.99994623661
32.25,144,27.05133892595768,9.9e-05,17198.000103235245
32.3125,143,28.060032054781914,9.9e-05,16210.999339818954
32.25,143,26.91379003226757,9.9e-05,16858.000308275223
32.25,143,27.876634150743484,9.9e-05,14363.00017
32.3125,142,26.638690382242203,9.9e-05,17170.000821352005
32.25,143,27.876634150743484,9.9e-05,16473.999246954918
32.375,143,26.91379003226757,9.9e-05,16439.00014460087
32.375,143,26.638690382242203,9.9e-05,14906.99965506792
32.3125,143,27.18888781964779,9.9e-05,16976.000741124153
32.3125,143,26.638690382242203,9.9e-05,17249.999567866325
32.375,143,27.23473682999611,9.9e-05,17121.000215411186
32.375,143,27.463985607028008,9.9e-05,15188.000164926052
32.25,142,27.372287586331367,9.999999999999999e-05,16917.99983382225
32.25,142,27.00548991560936,9.999999999999999e-05,15615.999698638916
32.375,142,27.647385373711586,9.999999999999999e-05,16441.000625491142
32.25,142,26.684541255235672,9.999999999999999e-05,16896.000131964684
32.3125,143,27.784934267401695,9.9e-05,14732.999727129936
32.3125,144,26.82209014892578,9.9e-05,16953.00079882145
32.375,145,27.00548991560936,9.9e-05,17318.999394774437
32.1875,145,27.922483161091805,9.9e-05,16444.99972462654
32.25,145,27.18888781964779,9.999999999999999e-05,16544.999554753304
32.25,143,27.784934267401695,9.9e-05,16823.99958372116
32.375,143,28.42682972550392,9.9e-05,15850.000083446503
32.25,146,28.060032054781914,9.999999999999999e-05,16613.999381661415
32.4375,146,30.811015516519547,9.9e-05,15513.000078499317
32.375,146,29.93987128138542,9.9e-05,16427.99936234951
32.3125,145,29.710622504353523,9.999999999999999e-05,17310.99933385849
32.3125,145,30.07742017507553,9.999999999999999e-05,16230.00018298626
32.4375,145,29.93987128138542,9.9e-05,17118.999734520912
