Skin Temp.,Heart Rate,Resp.,SpO$_{2}$,PPG
32.4375,145,30.21496906876564,9.9e-05,15823.999419808388
32.375,145,29.89402227,9.999999999999999e-05,16137.000173330307
32.3125,145,31.68215975165367,9.9e-05,16597.000882029533
32.375,145,31.269513070583344,9.999999999999999e-05,15575.000084936619
32.375,145,30.719317495822906,9.9e-05,16470.00014781952
32.375,145,30.581768602132797,9.9e-05,16269.000247120857
32.5,145,30.673466622829437,9.9e-05,16652.999445796013
32.4375,133,29.618922621011734,9.999999999999999e-05,16896.000131964684
32.375,133,28.83947827,9.9e-05,16063.999384641647
32.4375,142,28.42682972550392,9.999999999999999e-05,14898.000285029411
32.375,142,29.481373727321625,9.9e-05,16550.999134778976
32.4375,145,30.535917729139328,9.999999999999999e-05,16950.00007748604
32.375,145,30.30666895210743,9.9e-05,16471.000388264656
32.375,146,40.07266089320183,9.999999999999999e-05,15730.999410152435
32.375,147,38.834717124700546,9.9e-05,15777.99953520298
32.3125,148,38.00942376255989,9.999999999999999e-05,17374.999821186066
32.375,149,39.66001421,9.999999999999999e-05,15909.99960899353
32.375,149,39.47661444544792,9.999999999999999e-05,15814.999118447304
32.4375,149,40.393609553575516,9.9e-05,17233.99944603443
32.375,150,40.301911532878876,9.999999999999999e-05,17178.99926006794
32.3125,150,39.24736753106117,9.999999999999999e-05,17071.999609470367
32.375,150,39.98096287250519,9.999999999999999e-05,16010.99967956543
32.375,151,39.79756310582161,9.9e-05,15488.999895751476
32.4375,151,40.531158447265625,9.999999999999999e-05,16947.999596595764
32.5,152,40.485307574272156,9.999999999999999e-05,16721.999272704124
32.3125,150,41.12720489501953,9.9e-05,15866.000205278397
32.4375,150,40.25606065988541,9.9e-05,16208.000481128693
32.4375,150,40.485307574272156,9.999999999999999e-05,16604.000702500343
29.9375,87,35.30428931117058,9.999999999999999e-05,16403.99917960167
29.875,87,35.21259129047394,9.999999999999999e-05,16286.000609397888
29.8125,87,33.79124775528908,9.999999999999999e-05,16429.999843239784
29.8125,87,33.974647521972656,9.999999999999999e-05,16359.999775886536
29.875,88,34.295596182346344,9.999999999999999e-05,16333.000734448433
29.8125,92,34.249745309352875,9.8e-05,16457.999125123024
29.8125,92,34.75409373641014,9.999999999999999e-05,16398.999840021133
29.875,94,33.28690305352211,9.6e-05,16628.999263048172
29.875,94,32.82840549945831,9.6e-05,16295.99928855896
29.8125,95,34.66239199,9.999999999999999e-05,16295.000910758972
29.8125,96,34.295596182346344,9.999999999999999e-05,16369.00007724762
29.75,96,32.874252647161484,9.999999999999999e-05,16390.999779105186
29.75,96,33.24105218052864,9.999999999999999e-05,16319.99947
29.8125,97,35.39598733186722,9.4e-05,16490.99960923195
29.75,98,33.92879664897919,9.999999999999999e-05,17576.999962329865
29.8125,99,33.69954973459244,8.3e-05,16313.999891281128
29.75,101,33.79124775528908,9.9e-05,16473.00086915493
29.8125,104,33.28690305352211,9.999999999999999e-05,16206.000000238419
29.8125,107,33.10350328683853,9.999999999999999e-05,16359.999775886536
29.6875,108,33.69954973459244,9.999999999999999e-05,16334.999352693558
29.6875,108,31.6363126,9.8e-05,16388.000920414925
29.75,109,32.82840549945831,9.999999999999999e-05,16386.00043952465
29.75,110,32.92010352015495,9.999999999999999e-05,16486.000269651413
29.75,112,33.37860107421875,9.999999999999999e-05,16519.999131560326
29.625,111,33.01180154085159,9.999999999999999e-05,16299.000009894371
29.6875,111,37.321679294109344,9.999999999999999e-05,16413.99972140789
29.75,112,37.275828421115875,9.999999999999999e-05,16459.999606013298
29.625,112,36.08373552560806,9.9e-05,16418.00068318844
29.625,112,36.54223307967186,9.999999999999999e-05,16356.000676751137
29.6875,112,35.48768907785416,9.9e-05,16395.000740885735
29.625,113,36.17543355,9.7e-05,16465.000808238983
29.6875,113,35.02919152379036,9.7e-05,16409.000381827354
29.6875,113,34.295596182346344,9.7e-05,16431.00008368492
29.6875,113,36.54223307967186,9.7e-05,16458.99936556816
29.6875,113,35.533539950847626,9.9e-05,16379.00061905384
29.6875,114,35.25843843817711,9.8e-05,16459.999606013298
29.625,114,36.08373552560806,8.999999999999999e-05,16501.00015103817
29.75,114,36.40468418598175,8.9e-05,16379.00061905384
29.625,114,36.67978197336197,8.9e-05,16288.99946808815
29.6875,114,35.992033779621124,8.9e-05,16367.999836802483
29.6875,115,37.18412667512894,9.999999999999999e-05,16380.999237298965
29.6875,115,35.21259129047394,9.999999999999999e-05,16380.999237298965
29.6875,116,36.26713529229164,9.9e-05,16443.999484181404
29.6875,116,36.08373552560806,9.9e-05,16386.00043952465
29.6875,116,37.229977548122406,9.9e-05,16333.000734448433
29.6875,117,37.04657778143883,9.999999999999999e-05,16305.999830365181
29.625,119,35.02919152379036,9.8e-05,16385.000199079514
29.625,119,37.229977548122406,9.8e-05,16458.99936556816
29.6875,119,36.22128441929817,9.999999999999999e-05,16532.00015425682
29.6875,121,35.35014018416405,9.9e-05,16459.999606013298
29.6875,121,34.066345542669296,9.9e-05,16457.000747323036
29.625,121,35.07504239678383,9.2e-05,16348.00061583519
29.6875,121,35.16674041748047,9.2e-05,16315.000131726265
29.625,121,33.92879664897919,9.2e-05,16363.000497221947
29.6875,121,33.56200084090233,9.2e-05,16326.99929177761
29.625,121,34.34144705533981,9.2e-05,16355.00044
29.625,121,35.30428931117058,9.2e-05,16398.999840021133
29.6875,121,33.79124775528908,9.9e-05,16411.00086271763
29.6875,121,35.25843843817711,9.999999999999999e-05,16335.999593138695
29.625,121,37.321679294109344,9.999999999999999e-05,16276.000067591667
29.6875,121,35.5793871,9.999999999999999e-05,16217.000782489777
29.5625,121,34.70824286341667,9.999999999999999e-05,16254.00037
29.625,121,35.671088844537735,9.999999999999999e-05,16379.00061905384
29.5625,121,34.79994088411331,9.099999999999999e-05,16475.999727845192
29.5625,121,35.02919152379036,9.099999999999999e-05,16421.999782323837
29.5625,121,35.44183820486069,9.099999999999999e-05,16504.00087237358
29.625,121,35.07504239678383,9.9e-05,16504.00087237358
29.5625,121,34.066345542669296,9.9e-05,16467.999666929245
29.5625,121,34.020498394966125,9.9e-05,16403.99917960167
29.6875,121,33.65369886159897,9.9e-05,16382.99971818924
29.5625,121,33.37860107421875,9.9e-05,16433.000564575195
29.5625,121,34.70824286341667,9.9e-05,16434.000805020332
29.625,121,33.05765241384506,9.9e-05,16504.99925017357
29.5625,121,33.79124775528908,9.9e-05,16450.999304652214
29.625,121,33.92879664897919,9.9e-05,16454.000025987625
29.625,121,33.60784799,9.9e-05,16433.000564575195
29.5625,121,33.24105218052864,0.000127,16473.00086915493
29.4375,121,33.47029909491539,0.000127,16478.000208735466
29.5625,121,32.782554626464844,9.7e-05,16406.99990093708
29.6875,121,32.14065730571747,9.7e-05,16676.999628543854
29.6875,121,32.599154859781265,9.7e-05,16348.00061583519
29.5,121,31.086115166544914,9.999999999999999e-05,16465.99918603897
29.5625,121,32.461605966091156,9.999999999999999e-05,16432.00032413006
29.5,120,32.82840549945831,9.499999999999999e-05,16437.99990415573
29.4375,120,33.60784799,9.999999999999999e-05,16406.99990093708
29.5625,121,33.83709862828255,9.999999999999999e-05,16341.999173164368
29.625,121,33.14935416,9.999999999999999e-05,16331.000253558159
29.5625,121,33.60784799,9.999999999999999e-05,16372.00079858303
29.5625,121,34.61654484272003,9.9e-05,16382.99971818924
29.5,121,34.79994088411331,9.9e-05,16371.000558137894
29.5,121,33.882949501276016,9.9e-05,16257.99946
29.5625,121,33.83709862828255,9.9e-05,16341.00079536438
29.625,121,33.47029909491539,9.8e-05,16434.000805020332
29.5,121,34.066345542669296,9.8e-05,16443.999484181404
29.5625,121,33.33275020122528,9.9e-05,16411.999240517616
29.5625,121,33.33275020122528,9.8e-05,16541.000455617905
29.5,121,33.24105218052864,9.8e-05,16651.000827550888
29.4375,121,34.70824286341667,9.8e-05,16434.000805020332
29.5625,121,33.24105218052864,9.999999999999999e-05,16496.000811457634
29.5625,121,33.92879664897919,8.499999999999999e-05,16308.000311255455
29.625,121,33.10350328683853,8.499999999999999e-05,16326.000913977623
29.6875,121,34.75409373641014,8.499999999999999e-05,16305.999830365181
29.5,121,33.65369886159897,8.499999999999999e-05,16315.000131726265
29.5625,121,35.12088954,8.499999999999999e-05,16269.000247120857
29.5,121,33.92879664897919,8.499999999999999e-05,16317.000612616539
29.5625,121,33.65369886159897,8.499999999999999e-05,16381.999477744102
29.5,121,33.74540060758591,9.999999999999999e-05,16247.00054526329
29.5625,121,35.533539950847626,9.999999999999999e-05,16278.000548481941
29.5625,122,34.387294203042984,9.999999999999999e-05,16434.000805020332
29.625,123,34.203894436359406,9.999999999999999e-05,16424.00026321411
29.6875,123,33.69954973459244,9.999999999999999e-05,16396.99935913086
29.6875,123,35.39598733186722,9.9e-05,16424.00026321411
29.5625,123,33.47029909491539,9.9e-05,16428.999602794647
29.4375,123,33.33275020122528,9.9e-05,16428.999602794647
29.5,123,34.249745309352875,9.9e-05,16335.999593138695
29.5625,123,34.89164263010025,9.999999999999999e-05,16265.999525785446
29.5625,123,33.56200084090233,9.999999999999999e-05,16485.000029206276
29.4375,123,34.52484309673309,9.999999999999999e-05,16341.999173164368
29.5625,123,35.07504239678383,9.9e-05,16354.000195860863
29.5,123,34.43314507603645,9.9e-05,16313.999891281128
29.5,123,34.249745309352875,9.999999999999999e-05,16411.999240517616
29.5,123,33.83709862828255,9.999999999999999e-05,16416.000202298164
29.4375,123,33.882949501276016,9.8e-05,16412.999480962753
29.5,123,33.51614996790886,9.8e-05,16476.99996829033
29.5625,123,35.07504239678383,9.8e-05,16351.999714970589
29.4375,123,35.48768907785416,9.8e-05,16350.999474525452
29.5625,123,34.158047288656235,9.999999999999999e-05,16325.000673532486
29.5,123,31.49876371026039,9.999999999999999e-05,16631.999984383583
29.5,123,32.04895928502083,8.999999999999999e-05,16348.00061583519
29.6875,124,30.811015516519547,8.999999999999999e-05,16355.00044
29.5,124,32.09481016,9.999999999999999e-05,16295.000910758972
29.5,124,31.68215975165367,9.8e-05,16319.99947
29.5,124,32.14065730571747,9.8e-05,16324.000433087349
29.5,125,30.811015516519547,9.999999999999999e-05,16285.000368952751
29.5,125,32.23235905170441,9.8e-05,16309.000551700592
29.4375,125,32.96595439314842,6.3e-05,16305.999830365181
29.5,125,32.96595439314842,6.3e-05,16381.999477744102
29.5,125,34.79994088411331,6.3e-05,16462.000086903572
29.5,125,34.57069396972656,6.3e-05,16365.999355912209
29.4375,125,31.91141039133072,6.3e-05,16310.000792145729
29.5,125,32.507456839084625,6.3e-05,16288.99946808815
29.4375,126,32.32405707240105,9.9e-05,16355.00044
29.375,126,34.112196415662766,8.999999999999999e-05,16489.999368786812
29.5,126,32.507456839084625,8.999999999999999e-05,16447.000205516815
29.375,126,32.461605966091156,9.8e-05,16326.000913977623
29.375,126,34.84579175710678,9.8e-05,16411.999240517616
29.3125,126,34.066345542669296,9.8e-05,16535.00087559223
29.375,126,32.874252647161484,9.8e-05,16432.00032413006
29.4375,126,33.19520130753517,9.999999999999999e-05,16434.000805020332
29.375,126,34.020498394966125,9.999999999999999e-05,16356.000676751137
29.3125,126,33.05765241384506,8.9e-05,16352.999955415726
29.4375,126,33.79124775528908,8.9e-05,16427.99936234951
29.375,126,30.994415283203125,8.9e-05,16293.000429868698
29.3125,126,30.856866389513016,8.9e-05,16396.99935913086
29.375,126,33.14935416,8.9e-05,16487.00051009655
29.375,126,31.177815049886703,8.9e-05,16852.00072824955
29.4375,126,32.23235905170441,8.9e-05,16211.999580264091
29.375,126,31.95726126432419,8.9e-05,16460.999846458435
29.375,126,32.645005732774734,9.999999999999999e-05,16141.999512910843
29.4375,126,32.32405707240105,9.999999999999999e-05,16287.999227643013
